formula
Li5.75Ga0.25La2.6Ca0.4Zr1.1Ta0.9O12
Li5.75Ga0.25La2.6Ca0.4Zr1.55Te0.45O12
Li5.75Ga0.25La2.6Gd0.4Zr1.5Sb0.5O12
Li5.75Ga0.25La2.6Gd0.4Zr1.5Ta0.5O12
Li5.75Ga0.25La2.6Gd0.4Zr1.75Te0.25O12
Li5.75Ga0.25La2.75Ba0.25Zr1.25Sb0.75O12
Li5.75Ga0.25La2.75Ba0.25Zr1.25Ta0.75O12
Li5.75Ga0.25La2.75Ca0.25Zr1.25Sb0.75O12
Li5.75Ga0.25La2.75Ca0.25Zr1.25Ta0.75O12
Li5.75Ga0.25La2.75Gd0.25Zr1.5Sb0.5O12
Li5.75Ga0.25La2.75Gd0.25Zr1.5Ta0.5O12
Li5.75Ga0.25La2.75Gd0.25Zr1.75Te0.25O12
Li5.75Ga0.25La2.7Ba0.3Zr1.2Sb0.8O12
Li5.75Ga0.25La2.7Ba0.3Zr1.2Ta0.8O12
Li5.75Ga0.25La2.7Ba0.3Zr1.6Te0.4O12
Li5.75Ga0.25La2.7Ca0.3Zr1.2Sb0.8O12
Li5.75Ga0.25La2.7Ca0.3Zr1.2Ta0.8O12
Li5.75Ga0.25La2.7Ca0.3Zr1.6Te0.4O12
Li5.75Ga0.25La2.7Gd0.3Zr1.5Sb0.5O12
Li5.75Ga0.25La2.7Gd0.3Zr1.5Ta0.5O12
Li5.75Ga0.25La2.7Gd0.3Zr1.75Te0.25O12
Li5.75Ga0.25La2.85Ba0.15Zr1.35Sb0.65O12
Li5.75Ga0.25La2.85Ba0.15Zr1.35Ta0.65O12
Li5.75Ga0.25La2.85Ca0.15Zr1.35Sb0.65O12
Li5.75Ga0.25La2.85Ca0.15Zr1.35Ta0.65O12
Li5.75Ga0.25La2.85Gd0.15Zr1.5Sb0.5O12
Li5.75Ga0.25La2.85Gd0.15Zr1.5Ta0.5O12
Li5.75Ga0.25La2.85Gd0.15Zr1.75Te0.25O12
Li5.75Ga0.25La2.8Ba0.2Zr1.3Sb0.7O12
Li5.75Ga0.25La2.8Ba0.2Zr1.3Ta0.7O12
Li5.75Ga0.25La2.8Ba0.2Zr1.65Te0.35O12
Li5.75Ga0.25La2.8Ca0.2Zr1.3Sb0.7O12
Li5.75Ga0.25La2.8Ca0.2Zr1.3Ta0.7O12
Li5.75Ga0.25La2.8Ca0.2Zr1.65Te0.35O12
Li5.75Ga0.25La2.8Gd0.2Zr1.5Sb0.5O12
Li5.75Ga0.25La2.8Gd0.2Zr1.5Ta0.5O12
Li5.75Ga0.25La2.8Gd0.2Zr1.75Te0.25O12
Li5.75Ga0.25La2.95Ba0.05Zr1.45Sb0.55O12
Li5.75Ga0.25La2.95Ba0.05Zr1.45Ta0.55O12
Li5.75Ga0.25La2.95Ca0.05Zr1.45Sb0.55O12
Li5.75Ga0.25La2.95Ca0.05Zr1.45Ta0.55O12
Li5.75Ga0.25La2.95Gd0.05Zr1.5Sb0.5O12
Li5.75Ga0.25La2.95Gd0.05Zr1.5Ta0.5O12
Li5.75Ga0.25La2.95Gd0.05Zr1.75Te0.25O12
Li5.75Ga0.25La2.9Ba0.1Zr1.4Sb0.6O12
Li5.75Ga0.25La2.9Ba0.1Zr1.4Ta0.6O12
Li5.75Ga0.25La2.9Ba0.1Zr1.7Te0.3O12
Li5.75Ga0.25La2.9Ca0.1Zr1.4Sb0.6O12
Li5.75Ga0.25La2.9Ca0.1Zr1.4Ta0.6O12
Li5.75Ga0.25La2.9Ca0.1Zr1.7Te0.3O12
Li5.75Ga0.25La2.9Gd0.1Zr1.5Sb0.5O12
Li5.75Ga0.25La2.9Gd0.1Zr1.5Ta0.5O12
Li5.75Ga0.25La2.9Gd0.1Zr1.75Te0.25O12
Li5.75Ga0.25La3.0Zr1.5Sb0.5O12
Li5.75Ga0.25La3.0Zr1.5Ta0.5O12
Li5.75Ga0.25La3.0Zr1.75Te0.25O12
Li5.75Mg0.25La2.55Sr0.45Zr1.4W0.6O12
Li5.75Mg0.25La2.55Y0.45Zr1.25Nb0.75O12
Li5.75Mg0.25La2.65Sr0.35Zr1.45W0.55O12
Li5.75Mg0.25La2.65Y0.35Zr1.25Nb0.75O12
Li5.75Mg0.25La2.6Y0.4Zr1.25Nb0.75O12
Li5.75Mg0.25La2.75Sr0.25Zr1.5W0.5O12
Li5.75Mg0.25La2.75Y0.25Zr1.25Nb0.75O12
Li5.75Mg0.25La2.7Y0.3Zr1.25Nb0.75O12
Li5.75Mg0.25La2.85Sr0.15Zr1.1Nb0.9O12
Li5.75Mg0.25La2.85Sr0.15Zr1.55W0.45O12
Li5.75Mg0.25La2.85Y0.15Zr1.25Nb0.75O12
Li5.75Mg0.25La2.8Sr0.2Zr1.05Nb0.95O12
Li5.75Mg0.25La2.8Y0.2Zr1.25Nb0.75O12
Li5.75Mg0.25La2.95Sr0.05Zr1.2Nb0.8O12
Li5.75Mg0.25La2.95Sr0.05Zr1.6W0.4O12
Li5.75Mg0.25La2.95Y0.05Zr1.25Nb0.75O12
Li5.75Mg0.25La2.9Sr0.1Zr1.15Nb0.85O12
Li5.75Mg0.25La2.9Y0.1Zr1.25Nb0.75O12
Li5.75Mg0.25La3.0Zr1.25Nb0.75O12
Li5.85Al0.15La2.55Y0.45Zr1.3Nb0.7O12
Li5.85Al0.15La2.55Y0.45Zr1.65W0.35O12
Li5.85Al0.15La2.65Y0.35Zr1.3Nb0.7O12
Li5.85Al0.15La2.65Y0.35Zr1.65W0.35O12
Li5.85Al0.15La2.6Sr0.4Zr1.45W0.55O12
Li5.85Al0.15La2.6Y0.4Zr1.3Nb0.7O12
Li5.85Al0.15La2.6Y0.4Zr1.65W0.35O12
Li5.85Al0.15La2.75Sr0.25Zr1.05Nb0.95O12
Li5.85Al0.15La2.75Y0.25Zr1.3Nb0.7O12
Li5.85Al0.15La2.75Y0.25Zr1.65W0.35O12
Li5.85Al0.15La2.7Sr0.3Zr1.5W0.5O12
Li5.85Al0.15La2.7Y0.3Zr1.3Nb0.7O12
Li5.85Al0.15La2.7Y0.3Zr1.65W0.35O12
Li5.85Al0.15La2.85Sr0.15Zr1.15Nb0.85O12
Li5.85Al0.15La2.85Y0.15Zr1.3Nb0.7O12
Li5.85Al0.15La2.85Y0.15Zr1.65W0.35O12
Li5.85Al0.15La2.8Sr0.2Zr1.1Nb0.9O12
Li5.85Al0.15La2.8Sr0.2Zr1.55W0.45O12
Li5.85Al0.15La2.8Y0.2Zr1.3Nb0.7O12
Li5.85Al0.15La2.8Y0.2Zr1.65W0.35O12
Li5.85Al0.15La2.95Sr0.05Zr1.25Nb0.75O12
Li5.85Al0.15La2.95Y0.05Zr1.3Nb0.7O12
Li5.85Al0.15La2.95Y0.05Zr1.65W0.35O12
Li5.85Al0.15La2.9Sr0.1Zr1.2Nb0.8O12
Li5.85Al0.15La2.9Sr0.1Zr1.6W0.4O12
Li5.85Al0.15La2.9Y0.1Zr1.3Nb0.7O12
Li5.85Al0.15La2.9Y0.1Zr1.65W0.35O12
Li5.85Al0.15La3.0Zr1.3Nb0.7O12
Li5.85Al0.15La3.0Zr1.65W0.35O12
Li5.85Al0.25La2.55Sr0.45Zr1.15Nb0.85O12
Li5.85Al0.25La2.55Y0.45Zr1.6Nb0.4O12
Li5.85Al0.25La2.55Y0.45Zr1.8W0.2O12
Li5.85Al0.25La2.65Sr0.35Zr1.25Nb0.75O12
Li5.85Al0.25La2.65Y0.35Zr1.6Nb0.4O12
Li5.85Al0.25La2.65Y0.35Zr1.8W0.2O12
Li5.85Al0.25La2.6Sr0.4Zr1.2Nb0.8O12
Li5.85Al0.25La2.6Sr0.4Zr1.6W0.4O12
Li5.85Al0.25La2.6Y0.4Zr1.6Nb0.4O12
Li5.85Al0.25La2.6Y0.4Zr1.8W0.2O12
Li5.85Al0.25La2.75Sr0.25Zr1.35Nb0.65O12
Li5.85Al0.25La2.75Y0.25Zr1.6Nb0.4O12
Li5.85Al0.25La2.75Y0.25Zr1.8W0.2O12
Li5.85Al0.25La2.7Sr0.3Zr1.3Nb0.7O12
Li5.85Al0.25La2.7Sr0.3Zr1.65W0.35O12
Li5.85Al0.25La2.7Y0.3Zr1.6Nb0.4O12
Li5.85Al0.25La2.7Y0.3Zr1.8W0.2O12
Li5.85Al0.25La2.85Sr0.15Zr1.45Nb0.55O12
Li5.85Al0.25La2.85Y0.15Zr1.6Nb0.4O12
Li5.85Al0.25La2.85Y0.15Zr1.8W0.2O12
Li5.85Al0.25La2.8Sr0.2Zr1.4Nb0.6O12
Li5.85Al0.25La2.8Sr0.2Zr1.7W0.3O12
Li5.85Al0.25La2.8Y0.2Zr1.6Nb0.4O12
Li5.85Al0.25La2.8Y0.2Zr1.8W0.2O12
Li5.85Al0.25La2.95Sr0.05Zr1.55Nb0.45O12
Li5.85Al0.25La2.95Y0.05Zr1.6Nb0.4O12
Li5.85Al0.25La2.95Y0.05Zr1.8W0.2O12
Li5.85Al0.25La2.9Sr0.1Zr1.5Nb0.5O12
Li5.85Al0.25La2.9Sr0.1Zr1.75W0.25O12
Li5.85Al0.25La2.9Y0.1Zr1.6Nb0.4O12
Li5.85Al0.25La2.9Y0.1Zr1.8W0.2O12
Li5.85Al0.25La3.0Zr1.6Nb0.4O12
Li5.85Al0.25La3.0Zr1.8W0.2O12
Li5.85Al0.2La2.55Sr0.45Zr1.5W0.5O12
Li5.85Al0.2La2.55Y0.45Zr1.45Nb0.55O12
Li5.85Al0.2La2.65Sr0.35Zr1.1Nb0.9O12
Li5.85Al0.2La2.65Sr0.35Zr1.55W0.45O12
Li5.85Al0.2La2.65Y0.35Zr1.45Nb0.55O12
Li5.85Al0.2La2.6Sr0.4Zr1.05Nb0.95O12
Li5.85Al0.2La2.6Y0.4Zr1.45Nb0.55O12
Li5.85Al0.2La2.75Sr0.25Zr1.2Nb0.8O12
Li5.85Al0.2La2.75Sr0.25Zr1.6W0.4O12
Li5.85Al0.2La2.75Y0.25Zr1.45Nb0.55O12
Li5.85Al0.2La2.7Sr0.3Zr1.15Nb0.85O12
Li5.85Al0.2La2.7Y0.3Zr1.45Nb0.55O12
Li5.85Al0.2La2.85Sr0.15Zr1.3Nb0.7O12
Li5.85Al0.2La2.85Sr0.15Zr1.65W0.35O12
Li5.85Al0.2La2.85Y0.15Zr1.45Nb0.55O12
Li5.85Al0.2La2.8Sr0.2Zr1.25Nb0.75O12
Li5.85Al0.2La2.8Y0.2Zr1.45Nb0.55O12
Li5.85Al0.2La2.95Sr0.05Zr1.4Nb0.6O12
Li5.85Al0.2La2.95Sr0.05Zr1.7W0.3O12
Li5.85Al0.2La2.95Y0.05Zr1.45Nb0.55O12
Li5.85Al0.2La2.9Sr0.1Zr1.35Nb0.65O12
Li5.85Al0.2La2.9Y0.1Zr1.45Nb0.55O12
Li5.85Al0.2La3.0Zr1.45Nb0.55O12
Li5.85Ga0.15La2.55Gd0.45Zr1.3Sb0.7O12
Li5.85Ga0.15La2.55Gd0.45Zr1.3Ta0.7O12
Li5.85Ga0.15La2.55Gd0.45Zr1.65Te0.35O12
Li5.85Ga0.15La2.65Gd0.35Zr1.3Sb0.7O12
Li5.85Ga0.15La2.65Gd0.35Zr1.3Ta0.7O12
Li5.85Ga0.15La2.65Gd0.35Zr1.65Te0.35O12
Li5.85Ga0.15La2.6Ba0.4Zr1.45Te0.55O12
Li5.85Ga0.15La2.6Ca0.4Zr1.45Te0.55O12
Li5.85Ga0.15La2.6Gd0.4Zr1.3Sb0.7O12
Li5.85Ga0.15La2.6Gd0.4Zr1.3Ta0.7O12
Li5.85Ga0.15La2.6Gd0.4Zr1.65Te0.35O12
Li5.85Ga0.15La2.75Ba0.25Zr1.05Sb0.95O12
Li5.85Ga0.15La2.75Ba0.25Zr1.05Ta0.95O12
Li5.85Ga0.15La2.75Ca0.25Zr1.05Sb0.95O12
Li5.85Ga0.15La2.75Ca0.25Zr1.05Ta0.95O12
Li5.85Ga0.15La2.75Gd0.25Zr1.3Sb0.7O12
Li5.85Ga0.15La2.75Gd0.25Zr1.3Ta0.7O12
Li5.85Ga0.15La2.75Gd0.25Zr1.65Te0.35O12
Li5.85Ga0.15La2.7Ba0.3Zr1.5Te0.5O12
Li5.85Ga0.15La2.7Ca0.3Zr1.5Te0.5O12
Li5.85Ga0.15La2.7Gd0.3Zr1.3Sb0.7O12
Li5.85Ga0.15La2.7Gd0.3Zr1.3Ta0.7O12
Li5.85Ga0.15La2.7Gd0.3Zr1.65Te0.35O12
Li5.85Ga0.15La2.85Ba0.15Zr1.15Sb0.85O12
Li5.85Ga0.15La2.85Ba0.15Zr1.15Ta0.85O12
Li5.85Ga0.15La2.85Ca0.15Zr1.15Sb0.85O12
Li5.85Ga0.15La2.85Ca0.15Zr1.15Ta0.85O12
Li5.85Ga0.15La2.85Gd0.15Zr1.3Sb0.7O12
Li5.85Ga0.15La2.85Gd0.15Zr1.3Ta0.7O12
Li5.85Ga0.15La2.85Gd0.15Zr1.65Te0.35O12
Li5.85Ga0.15La2.8Ba0.2Zr1.1Sb0.9O12
Li5.85Ga0.15La2.8Ba0.2Zr1.1Ta0.9O12
Li5.85Ga0.15La2.8Ba0.2Zr1.55Te0.45O12
Li5.85Ga0.15La2.8Ca0.2Zr1.1Sb0.9O12
Li5.85Ga0.15La2.8Ca0.2Zr1.1Ta0.9O12
Li5.85Ga0.15La2.8Ca0.2Zr1.55Te0.45O12
Li5.85Ga0.15La2.8Gd0.2Zr1.3Sb0.7O12
Li5.85Ga0.15La2.8Gd0.2Zr1.3Ta0.7O12
Li5.85Ga0.15La2.8Gd0.2Zr1.65Te0.35O12
Li5.85Ga0.15La2.95Ba0.05Zr1.25Sb0.75O12
Li5.85Ga0.15La2.95Ba0.05Zr1.25Ta0.75O12
Li5.85Ga0.15La2.95Ca0.05Zr1.25Sb0.75O12
Li5.85Ga0.15La2.95Ca0.05Zr1.25Ta0.75O12
Li5.85Ga0.15La2.95Gd0.05Zr1.3Sb0.7O12
Li5.85Ga0.15La2.95Gd0.05Zr1.3Ta0.7O12
Li5.85Ga0.15La2.95Gd0.05Zr1.65Te0.35O12
Li5.85Ga0.15La2.9Ba0.1Zr1.2Sb0.8O12
Li5.85Ga0.15La2.9Ba0.1Zr1.2Ta0.8O12
Li5.85Ga0.15La2.9Ba0.1Zr1.6Te0.4O12
Li5.85Ga0.15La2.9Ca0.1Zr1.2Sb0.8O12
Li5.85Ga0.15La2.9Ca0.1Zr1.2Ta0.8O12
Li5.85Ga0.15La2.9Ca0.1Zr1.6Te0.4O12
Li5.85Ga0.15La2.9Gd0.1Zr1.3Sb0.7O12
Li5.85Ga0.15La2.9Gd0.1Zr1.3Ta0.7O12
Li5.85Ga0.15La2.9Gd0.1Zr1.65Te0.35O12
Li5.85Ga0.15La3.0Zr1.3Sb0.7O12
Li5.85Ga0.15La3.0Zr1.3Ta0.7O12
Li5.85Ga0.15La3.0Zr1.65Te0.35O12
Li5.85Ga0.25La2.55Ba0.45Zr1.15Sb0.85O12
Li5.85Ga0.25La2.55Ba0.45Zr1.15Ta0.85O12
Li5.85Ga0.25La2.55Ca0.45Zr1.15Sb0.85O12
Li5.85Ga0.25La2.55Ca0.45Zr1.15Ta0.85O12
Li5.85Ga0.25La2.55Gd0.45Zr1.6Sb0.4O12
Li5.85Ga0.25La2.55Gd0.45Zr1.6Ta0.4O12
Li5.85Ga0.25La2.55Gd0.45Zr1.8Te0.2O12
Li5.85Ga0.25La2.65Ba0.35Zr1.25Sb0.75O12
Li5.85Ga0.25La2.65Ba0.35Zr1.25Ta0.75O12
Li5.85Ga0.25La2.65Ca0.35Zr1.25Sb0.75O12
Li5.85Ga0.25La2.65Ca0.35Zr1.25Ta0.75O12
Li5.85Ga0.25La2.65Gd0.35Zr1.6Sb0.4O12
Li5.85Ga0.25La2.65Gd0.35Zr1.6Ta0.4O12
Li5.85Ga0.25La2.65Gd0.35Zr1.8Te0.2O12
Li5.85Ga0.25La2.6Ba0.4Zr1.2Sb0.8O12
Li5.85Ga0.25La2.6Ba0.4Zr1.2Ta0.8O12
Li5.85Ga0.25La2.6Ba0.4Zr1.6Te0.4O12
Li5.85Ga0.25La2.6Ca0.4Zr1.2Sb0.8O12
Li5.85Ga0.25La2.6Ca0.4Zr1.2Ta0.8O12
Li5.85Ga0.25La2.6Ca0.4Zr1.6Te0.4O12
Li5.85Ga0.25La2.6Gd0.4Zr1.6Sb0.4O12
Li5.85Ga0.25La2.6Gd0.4Zr1.6Ta0.4O12
Li5.85Ga0.25La2.6Gd0.4Zr1.8Te0.2O12
Li5.85Ga0.25La2.75Ba0.25Zr1.35Sb0.65O12
Li5.85Ga0.25La2.75Ba0.25Zr1.35Ta0.65O12
Li5.85Ga0.25La2.75Ca0.25Zr1.35Sb0.65O12
Li5.85Ga0.25La2.75Ca0.25Zr1.35Ta0.65O12
Li5.85Ga0.25La2.75Gd0.25Zr1.6Sb0.4O12
Li5.85Ga0.25La2.75Gd0.25Zr1.6Ta0.4O12
Li5.85Ga0.25La2.75Gd0.25Zr1.8Te0.2O12
Li5.85Ga0.25La2.7Ba0.3Zr1.3Sb0.7O12
Li5.85Ga0.25La2.7Ba0.3Zr1.3Ta0.7O12
Li5.85Ga0.25La2.7Ba0.3Zr1.65Te0.35O12
Li5.85Ga0.25La2.7Ca0.3Zr1.3Sb0.7O12
Li5.85Ga0.25La2.7Ca0.3Zr1.3Ta0.7O12
Li5.85Ga0.25La2.7Ca0.3Zr1.65Te0.35O12
Li5.85Ga0.25La2.7Gd0.3Zr1.6Sb0.4O12
Li5.85Ga0.25La2.7Gd0.3Zr1.6Ta0.4O12
Li5.85Ga0.25La2.7Gd0.3Zr1.8Te0.2O12
Li5.85Ga0.25La2.85Ba0.15Zr1.45Sb0.55O12
Li5.85Ga0.25La2.85Ba0.15Zr1.45Ta0.55O12
Li5.85Ga0.25La2.85Ca0.15Zr1.45Sb0.55O12
Li5.85Ga0.25La2.85Ca0.15Zr1.45Ta0.55O12
Li5.85Ga0.25La2.85Gd0.15Zr1.6Sb0.4O12
Li5.85Ga0.25La2.85Gd0.15Zr1.6Ta0.4O12
Li5.85Ga0.25La2.85Gd0.15Zr1.8Te0.2O12
Li5.85Ga0.25La2.8Ba0.2Zr1.4Sb0.6O12
Li5.85Ga0.25La2.8Ba0.2Zr1.4Ta0.6O12
Li5.85Ga0.25La2.8Ba0.2Zr1.7Te0.3O12
Li5.85Ga0.25La2.8Ca0.2Zr1.4Sb0.6O12
Li5.85Ga0.25La2.8Ca0.2Zr1.4Ta0.6O12
Li5.85Ga0.25La2.8Ca0.2Zr1.7Te0.3O12
Li5.85Ga0.25La2.8Gd0.2Zr1.6Sb0.4O12
Li5.85Ga0.25La2.8Gd0.2Zr1.6Ta0.4O12
Li5.85Ga0.25La2.8Gd0.2Zr1.8Te0.2O12
Li5.85Ga0.25La2.95Ba0.05Zr1.55Sb0.45O12
Li5.85Ga0.25La2.95Ba0.05Zr1.55Ta0.45O12
Li5.85Ga0.25La2.95Ca0.05Zr1.55Sb0.45O12
Li5.85Ga0.25La2.95Ca0.05Zr1.55Ta0.45O12
Li5.85Ga0.25La2.95Gd0.05Zr1.6Sb0.4O12
Li5.85Ga0.25La2.95Gd0.05Zr1.6Ta0.4O12
Li5.85Ga0.25La2.95Gd0.05Zr1.8Te0.2O12
Li5.85Ga0.25La2.9Ba0.1Zr1.5Sb0.5O12
Li5.85Ga0.25La2.9Ba0.1Zr1.5Ta0.5O12
Li5.85Ga0.25La2.9Ba0.1Zr1.75Te0.25O12
Li5.85Ga0.25La2.9Ca0.1Zr1.5Sb0.5O12
Li5.85Ga0.25La2.9Ca0.1Zr1.5Ta0.5O12
Li5.85Ga0.25La2.9Ca0.1Zr1.75Te0.25O12
Li5.85Ga0.25La2.9Gd0.1Zr1.6Sb0.4O12
Li5.85Ga0.25La2.9Gd0.1Zr1.6Ta0.4O12
Li5.85Ga0.25La2.9Gd0.1Zr1.8Te0.2O12
Li5.85Ga0.25La3.0Zr1.6Sb0.4O12
Li5.85Ga0.25La3.0Zr1.6Ta0.4O12
Li5.85Ga0.25La3.0Zr1.8Te0.2O12
Li5.85Ga0.2La2.55Ba0.45Zr1.5Te0.5O12
Li5.85Ga0.2La2.55Ca0.45Zr1.5Te0.5O12
Li5.85Ga0.2La2.55Gd0.45Zr1.45Sb0.55O12
Li5.85Ga0.2La2.55Gd0.45Zr1.45Ta0.55O12
Li5.85Ga0.2La2.65Ba0.35Zr1.1Sb0.9O12
Li5.85Ga0.2La2.65Ba0.35Zr1.1Ta0.9O12
Li5.85Ga0.2La2.65Ba0.35Zr1.55Te0.45O12
Li5.85Ga0.2La2.65Ca0.35Zr1.1Sb0.9O12
Li5.85Ga0.2La2.65Ca0.35Zr1.1Ta0.9O12
Li5.85Ga0.2La2.65Ca0.35Zr1.55Te0.45O12
Li5.85Ga0.2La2.65Gd0.35Zr1.45Sb0.55O12
Li5.85Ga0.2La2.65Gd0.35Zr1.45Ta0.55O12
Li5.85Ga0.2La2.6Ba0.4Zr1.05Sb0.95O12
Li5.85Ga0.2La2.6Ba0.4Zr1.05Ta0.95O12
Li5.85Ga0.2La2.6Ca0.4Zr1.05Sb0.95O12
Li5.85Ga0.2La2.6Ca0.4Zr1.05Ta0.95O12
Li5.85Ga0.2La2.6Gd0.4Zr1.45Sb0.55O12
Li5.85Ga0.2La2.6Gd0.4Zr1.45Ta0.55O12
Li5.85Ga0.2La2.75Ba0.25Zr1.2Sb0.8O12
Li5.85Ga0.2La2.75Ba0.25Zr1.2Ta0.8O12
Li5.85Ga0.2La2.75Ba0.25Zr1.6Te0.4O12
Li5.85Ga0.2La2.75Ca0.25Zr1.2Sb0.8O12
Li5.85Ga0.2La2.75Ca0.25Zr1.2Ta0.8O12
Li5.85Ga0.2La2.75Ca0.25Zr1.6Te0.4O12
Li5.85Ga0.2La2.75Gd0.25Zr1.45Sb0.55O12
Li5.85Ga0.2La2.75Gd0.25Zr1.45Ta0.55O12
Li5.85Ga0.2La2.7Ba0.3Zr1.15Sb0.85O12
Li5.85Ga0.2La2.7Ba0.3Zr1.15Ta0.85O12
Li5.85Ga0.2La2.7Ca0.3Zr1.15Sb0.85O12
Li5.85Ga0.2La2.7Ca0.3Zr1.15Ta0.85O12
Li5.85Ga0.2La2.7Gd0.3Zr1.45Sb0.55O12
Li5.85Ga0.2La2.7Gd0.3Zr1.45Ta0.55O12
Li5.85Ga0.2La2.85Ba0.15Zr1.3Sb0.7O12
Li5.85Ga0.2La2.85Ba0.15Zr1.3Ta0.7O12
Li5.85Ga0.2La2.85Ba0.15Zr1.65Te0.35O12
Li5.85Ga0.2La2.85Ca0.15Zr1.3Sb0.7O12
Li5.85Ga0.2La2.85Ca0.15Zr1.3Ta0.7O12
Li5.85Ga0.2La2.85Ca0.15Zr1.65Te0.35O12
Li5.85Ga0.2La2.85Gd0.15Zr1.45Sb0.55O12
Li5.85Ga0.2La2.85Gd0.15Zr1.45Ta0.55O12
Li5.85Ga0.2La2.8Ba0.2Zr1.25Sb0.75O12
Li5.85Ga0.2La2.8Ba0.2Zr1.25Ta0.75O12
Li5.85Ga0.2La2.8Ca0.2Zr1.25Sb0.75O12
Li5.85Ga0.2La2.8Ca0.2Zr1.25Ta0.75O12
Li5.85Ga0.2La2.8Gd0.2Zr1.45Sb0.55O12
Li5.85Ga0.2La2.8Gd0.2Zr1.45Ta0.55O12
Li5.85Ga0.2La2.95Ba0.05Zr1.4Sb0.6O12
Li5.85Ga0.2La2.95Ba0.05Zr1.4Ta0.6O12
Li5.85Ga0.2La2.95Ba0.05Zr1.7Te0.3O12
Li5.85Ga0.2La2.95Ca0.05Zr1.4Sb0.6O12
Li5.85Ga0.2La2.95Ca0.05Zr1.4Ta0.6O12
Li5.85Ga0.2La2.95Ca0.05Zr1.7Te0.3O12
Li5.85Ga0.2La2.95Gd0.05Zr1.45Sb0.55O12
Li5.85Ga0.2La2.95Gd0.05Zr1.45Ta0.55O12
Li5.85Ga0.2La2.9Ba0.1Zr1.35Sb0.65O12
Li5.85Ga0.2La2.9Ba0.1Zr1.35Ta0.65O12
Li5.85Ga0.2La2.9Ca0.1Zr1.35Sb0.65O12
Li5.85Ga0.2La2.9Ca0.1Zr1.35Ta0.65O12
