formula,Li_pfu,Li_site,Li_site_val,Li_conc,Zr_site,Zr_site_val,Zr_conc,pair,cost_tier,is_novel,charge_check
Li6.100Zn0.20La3Zr1.50Nb0.50O12,6.1,Zn,2,0.2,Nb,5,0.5,Zn+Nb,low,True,0.0
Li6.900Zn0.05La3Zr1.90Mn0.10O12,6.9,Zn,2,0.05,Mn,4,0.1,Zn+Mn,low,True,0.0
Li6.900Zn0.05La3Zr1.85Mn0.15O12,6.9,Zn,2,0.05,Mn,4,0.15,Zn+Mn,low,True,0.0
Li6.900Zn0.05La3Zr1.80Mn0.20O12,6.9,Zn,2,0.05,Mn,4,0.2,Zn+Mn,low,True,0.0
Li6.900Zn0.05La3Zr1.75Mn0.25O12,6.9,Zn,2,0.05,Mn,4,0.25,Zn+Mn,low,True,0.0
Li6.900Zn0.05La3Zr1.70Mn0.30O12,6.9,Zn,2,0.05,Mn,4,0.3,Zn+Mn,low,True,0.0
Li6.800Zn0.10La3Zr1.90Mn0.10O12,6.8,Zn,2,0.1,Mn,4,0.1,Zn+Mn,low,True,0.0
Li6.800Zn0.10La3Zr1.85Mn0.15O12,6.8,Zn,2,0.1,Mn,4,0.15,Zn+Mn,low,True,0.0
Li6.800Zn0.10La3Zr1.80Mn0.20O12,6.8,Zn,2,0.1,Mn,4,0.2,Zn+Mn,low,True,0.0
Li6.800Zn0.10La3Zr1.75Mn0.25O12,6.8,Zn,2,0.1,Mn,4,0.25,Zn+Mn,low,True,0.0
Li6.800Zn0.10La3Zr1.70Mn0.30O12,6.8,Zn,2,0.1,Mn,4,0.3,Zn+Mn,low,True,0.0
Li6.700Zn0.15La3Zr1.90Mn0.10O12,6.7,Zn,2,0.15,Mn,4,0.1,Zn+Mn,low,True,0.0
Li6.700Zn0.15La3Zr1.85Mn0.15O12,6.7,Zn,2,0.15,Mn,4,0.15,Zn+Mn,low,True,0.0
Li6.700Zn0.15La3Zr1.80Mn0.20O12,6.7,Zn,2,0.15,Mn,4,0.2,Zn+Mn,low,True,0.0
Li6.700Zn0.15La3Zr1.75Mn0.25O12,6.7,Zn,2,0.15,Mn,4,0.25,Zn+Mn,low,True,0.0
Li6.700Zn0.15La3Zr1.70Mn0.30O12,6.7,Zn,2,0.15,Mn,4,0.3,Zn+Mn,low,True,0.0
Li6.600Zn0.20La3Zr1.90Mn0.10O12,6.6,Zn,2,0.2,Mn,4,0.1,Zn+Mn,low,True,0.0
Li6.600Zn0.20La3Zr1.85Mn0.15O12,6.6,Zn,2,0.2,Mn,4,0.15,Zn+Mn,low,True,0.0
Li6.600Zn0.20La3Zr1.80Mn0.20O12,6.6,Zn,2,0.2,Mn,4,0.2,Zn+Mn,low,True,0.0
Li6.600Zn0.20La3Zr1.75Mn0.25O12,6.6,Zn,2,0.2,Mn,4,0.25,Zn+Mn,low,True,0.0
Li6.600Zn0.20La3Zr1.70Mn0.30O12,6.6,Zn,2,0.2,Mn,4,0.3,Zn+Mn,low,True,0.0
Li6.900Zn0.05La3Zr1.90Fe0.10O12,6.9,Zn,2,0.05,Fe,4,0.1,Zn+Fe,low,True,0.0
Li6.900Zn0.05La3Zr1.85Fe0.15O12,6.9,Zn,2,0.05,Fe,4,0.15,Zn+Fe,low,True,0.0
Li6.900Zn0.05La3Zr1.80Fe0.20O12,6.9,Zn,2,0.05,Fe,4,0.2,Zn+Fe,low,True,0.0
Li6.800Zn0.10La3Zr1.90Fe0.10O12,6.8,Zn,2,0.1,Fe,4,0.1,Zn+Fe,low,True,0.0
Li6.800Zn0.10La3Zr1.85Fe0.15O12,6.8,Zn,2,0.1,Fe,4,0.15,Zn+Fe,low,True,0.0
Li6.800Zn0.10La3Zr1.80Fe0.20O12,6.8,Zn,2,0.1,Fe,4,0.2,Zn+Fe,low,True,0.0
Li6.700Zn0.15La3Zr1.90Fe0.10O12,6.7,Zn,2,0.15,Fe,4,0.1,Zn+Fe,low,True,0.0
Li6.700Zn0.15La3Zr1.85Fe0.15O12,6.7,Zn,2,0.15,Fe,4,0.15,Zn+Fe,low,True,0.0
Li6.700Zn0.15La3Zr1.80Fe0.20O12,6.7,Zn,2,0.15,Fe,4,0.2,Zn+Fe,low,True,0.0
Li6.600Zn0.20La3Zr1.90Fe0.10O12,6.6,Zn,2,0.2,Fe,4,0.1,Zn+Fe,low,True,0.0
Li6.600Zn0.20La3Zr1.85Fe0.15O12,6.6,Zn,2,0.2,Fe,4,0.15,Zn+Fe,low,True,0.0
Li6.600Zn0.20La3Zr1.80Fe0.20O12,6.6,Zn,2,0.2,Fe,4,0.2,Zn+Fe,low,True,0.0
Li6.900Zn0.05La3Zr1.90Sn0.10O12,6.9,Zn,2,0.05,Sn,4,0.1,Zn+Sn,low,True,0.0
Li6.900Zn0.05La3Zr1.85Sn0.15O12,6.9,Zn,2,0.05,Sn,4,0.15,Zn+Sn,low,True,0.0
Li6.900Zn0.05La3Zr1.80Sn0.20O12,6.9,Zn,2,0.05,Sn,4,0.2,Zn+Sn,low,True,0.0
Li6.900Zn0.05La3Zr1.75Sn0.25O12,6.9,Zn,2,0.05,Sn,4,0.25,Zn+Sn,low,True,0.0
Li6.900Zn0.05La3Zr1.70Sn0.30O12,6.9,Zn,2,0.05,Sn,4,0.3,Zn+Sn,low,True,0.0
Li6.800Zn0.10La3Zr1.90Sn0.10O12,6.8,Zn,2,0.1,Sn,4,0.1,Zn+Sn,low,True,0.0
Li6.800Zn0.10La3Zr1.85Sn0.15O12,6.8,Zn,2,0.1,Sn,4,0.15,Zn+Sn,low,True,0.0
Li6.800Zn0.10La3Zr1.80Sn0.20O12,6.8,Zn,2,0.1,Sn,4,0.2,Zn+Sn,low,True,0.0
Li6.800Zn0.10La3Zr1.75Sn0.25O12,6.8,Zn,2,0.1,Sn,4,0.25,Zn+Sn,low,True,0.0
Li6.800Zn0.10La3Zr1.70Sn0.30O12,6.8,Zn,2,0.1,Sn,4,0.3,Zn+Sn,low,True,0.0
Li6.700Zn0.15La3Zr1.90Sn0.10O12,6.7,Zn,2,0.15,Sn,4,0.1,Zn+Sn,low,True,0.0
Li6.700Zn0.15La3Zr1.85Sn0.15O12,6.7,Zn,2,0.15,Sn,4,0.15,Zn+Sn,low,True,0.0
Li6.700Zn0.15La3Zr1.80Sn0.20O12,6.7,Zn,2,0.15,Sn,4,0.2,Zn+Sn,low,True,0.0
Li6.700Zn0.15La3Zr1.75Sn0.25O12,6.7,Zn,2,0.15,Sn,4,0.25,Zn+Sn,low,True,0.0
Li6.700Zn0.15La3Zr1.70Sn0.30O12,6.7,Zn,2,0.15,Sn,4,0.3,Zn+Sn,low,True,0.0
Li6.600Zn0.20La3Zr1.90Sn0.10O12,6.6,Zn,2,0.2,Sn,4,0.1,Zn+Sn,low,True,0.0
Li6.600Zn0.20La3Zr1.85Sn0.15O12,6.6,Zn,2,0.2,Sn,4,0.15,Zn+Sn,low,True,0.0
Li6.600Zn0.20La3Zr1.80Sn0.20O12,6.6,Zn,2,0.2,Sn,4,0.2,Zn+Sn,low,True,0.0
Li6.600Zn0.20La3Zr1.75Sn0.25O12,6.6,Zn,2,0.2,Sn,4,0.25,Zn+Sn,low,True,0.0
Li6.600Zn0.20La3Zr1.70Sn0.30O12,6.6,Zn,2,0.2,Sn,4,0.3,Zn+Sn,low,True,0.0
